  0%|                                             | 0/1473 [00:00<?, ?it/s]/opt/conda/lib/python3.11/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                           
{'loss': 0.9307, 'grad_norm': 0.7721452713012695, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.7584, 'grad_norm': 0.302426815032959, 'learning_rate': 0.00013333333333333334, 'epoch': 0.02}
{'loss': 0.6952, 'grad_norm': 0.24876773357391357, 'learning_rate': 0.0001377777777777778, 'epoch': 0.02}
{'loss': 0.7808, 'grad_norm': 0.3837733268737793, 'learning_rate': 0.00014222222222222224, 'epoch': 0.02}
{'loss': 0.6436, 'grad_norm': 0.2988187372684479, 'learning_rate': 0.00014666666666666666, 'epoch': 0.02}
{'loss': 0.645, 'grad_norm': 0.49687251448631287, 'learning_rate': 0.0001511111111111111, 'epoch': 0.02}
{'loss': 0.7773, 'grad_norm': 0.34753552079200745, 'learning_rate': 0.00015555555555555556, 'epoch': 0.02}
{'loss': 0.7016, 'grad_norm': 0.37498965859413147, 'learning_rate': 0.00016, 'epoch': 0.03}
{'loss': 0.7119, 'grad_norm': 0.604378879070282, 'learning_rate': 0.00016444444444444444, 'epoch': 0.03}
{'loss': 0.6809, 'grad_norm': 0.4447372257709503, 'learning_rate': 0.00016888888888888889, 'epoch': 0.03}
{'loss': 0.7395, 'grad_norm': 0.4474585950374603, 'learning_rate': 0.00017333333333333334, 'epoch': 0.03}
{'loss': 0.682, 'grad_norm': 0.35147470235824585, 'learning_rate': 0.00017777777777777779, 'epoch': 0.03}
{'loss': 0.7535, 'grad_norm': 0.43196210265159607, 'learning_rate': 0.00018222222222222224, 'epoch': 0.03}
{'loss': 0.7147, 'grad_norm': 0.41327857971191406, 'learning_rate': 0.0001866666666666667, 'epoch': 0.03}
{'loss': 0.778, 'grad_norm': 0.4588475823402405, 'learning_rate': 0.00019111111111111114, 'epoch': 0.03}
{'loss': 0.6731, 'grad_norm': 0.262443482875824, 'learning_rate': 0.00019555555555555556, 'epoch': 0.03}
{'loss': 0.5626, 'grad_norm': 0.30674949288368225, 'learning_rate': 0.0002, 'epoch': 0.03}
{'loss': 0.7472, 'grad_norm': 0.3342629075050354, 'learning_rate': 0.0001999997580012294, 'epoch': 0.03}
{'loss': 0.8051, 'grad_norm': 0.294944703578949, 'learning_rate': 0.00019999903200608888, 'epoch': 0.03}
{'loss': 0.6659, 'grad_norm': 0.457041472196579, 'learning_rate': 0.00019999782201809226, 'epoch': 0.03}
{'loss': 0.6176, 'grad_norm': 0.35484299063682556, 'learning_rate': 0.0001999961280430958, 'epoch': 0.03}
{'loss': 0.5977, 'grad_norm': 0.3901214003562927, 'learning_rate': 0.0001999939500892983, 'epoch': 0.03}
{'loss': 0.5484, 'grad_norm': 0.3483926057815552, 'learning_rate': 0.00019999128816724108, 'epoch': 0.04}
{'loss': 0.5294, 'grad_norm': 0.3269480764865875, 'learning_rate': 0.0001999881422898077, 'epoch': 0.04}
{'loss': 0.6148, 'grad_norm': 0.3547949492931366, 'learning_rate': 0.00019998451247222416, 'epoch': 0.04}
{'loss': 0.5974, 'grad_norm': 0.4458550810813904, 'learning_rate': 0.00019998039873205868, 'epoch': 0.04}
{'loss': 0.5862, 'grad_norm': 0.27033257484436035, 'learning_rate': 0.00019997580108922165, 'epoch': 0.04}
{'loss': 0.6041, 'grad_norm': 0.4231521487236023, 'learning_rate': 0.0001999707195659656, 'epoch': 0.04}
{'loss': 0.7081, 'grad_norm': 0.38844120502471924, 'learning_rate': 0.0001999651541868849, 'epoch': 0.04}
{'loss': 0.7396, 'grad_norm': 0.2943965196609497, 'learning_rate': 0.00019995910497891587, 'epoch': 0.04}
{'loss': 0.6729, 'grad_norm': 0.3480381667613983, 'learning_rate': 0.0001999525719713366, 'epoch': 0.04}
{'loss': 0.7022, 'grad_norm': 0.29424139857292175, 'learning_rate': 0.00019994555519576662, 'epoch': 0.04}
{'loss': 0.5187, 'grad_norm': 0.38627228140830994, 'learning_rate': 0.00019993805468616693, 'epoch': 0.04}
{'loss': 0.6049, 'grad_norm': 0.3601972758769989, 'learning_rate': 0.00019993007047883988, 'epoch': 0.04}
{'loss': 0.5901, 'grad_norm': 0.23841455578804016, 'learning_rate': 0.00019992160261242877, 'epoch': 0.04}
{'loss': 0.6376, 'grad_norm': 0.45510950684547424, 'learning_rate': 0.0001999126511279179, 'epoch': 0.04}
{'loss': 0.7513, 'grad_norm': 2.668412923812866, 'learning_rate': 0.00019990321606863225, 'epoch': 0.04}
{'loss': 0.7365, 'grad_norm': 0.5159078240394592, 'learning_rate': 0.00019989329748023725, 'epoch': 0.05}
{'loss': 0.7145, 'grad_norm': 0.7914908528327942, 'learning_rate': 0.00019988289541073863, 'epoch': 0.05}
{'loss': 0.7729, 'grad_norm': 0.4484212100505829, 'learning_rate': 0.00019987200991048216, 'epoch': 0.05}
{'loss': 0.7984, 'grad_norm': 0.3238886296749115, 'learning_rate': 0.00019986064103215339, 'epoch': 0.05}
{'loss': 0.8193, 'grad_norm': 0.3814014494419098, 'learning_rate': 0.00019984878883077737, 'epoch': 0.05}
{'loss': 0.6199, 'grad_norm': 0.278530091047287, 'learning_rate': 0.00019983645336371853, 'epoch': 0.05}
{'loss': 0.6239, 'grad_norm': 0.3045260012149811, 'learning_rate': 0.0001998236346906802, 'epoch': 0.05}
{'loss': 0.6885, 'grad_norm': 0.3890630304813385, 'learning_rate': 0.00019981033287370443, 'epoch': 0.05}
{'loss': 0.664, 'grad_norm': 0.33995506167411804, 'learning_rate': 0.0001997965479771717, 'epoch': 0.05}
{'loss': 0.5824, 'grad_norm': 0.3852987587451935, 'learning_rate': 0.00019978228006780054, 'epoch': 0.05}
{'loss': 0.5617, 'grad_norm': 0.22332647442817688, 'learning_rate': 0.00019976752921464734, 'epoch': 0.05}
{'loss': 0.6889, 'grad_norm': 0.29107826948165894, 'learning_rate': 0.00019975229548910582, 'epoch': 0.05}
[2026-02-09 13:19:47,512] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 0.6739, 'grad_norm': 0.28281038999557495, 'learning_rate': 0.00019973657896490686, 'epoch': 0.05}
{'loss': 0.7605, 'grad_norm': 0.4619443714618683, 'learning_rate': 0.00019972037971811802, 'epoch': 0.05}
{'loss': 0.7583, 'grad_norm': 0.32929515838623047, 'learning_rate': 0.0001997036978271433, 'epoch': 0.06}
{'loss': 0.6431, 'grad_norm': 0.3647229075431824, 'learning_rate': 0.00019968653337272261, 'epoch': 0.06}
{'loss': 0.5674, 'grad_norm': 0.1778690367937088, 'learning_rate': 0.0001996688864379315, 'epoch': 0.06}
{'loss': 0.6843, 'grad_norm': 0.38676050305366516, 'learning_rate': 0.0001996507571081807, 'epoch': 0.06}
{'loss': 0.6174, 'grad_norm': 0.27765336632728577, 'learning_rate': 0.0001996321454712157, 'epoch': 0.06}
{'loss': 0.7057, 'grad_norm': 0.23891420662403107, 'learning_rate': 0.0001996130516171164, 'epoch': 0.06}
{'loss': 0.6915, 'grad_norm': 0.22092895209789276, 'learning_rate': 0.00019959347563829657, 'epoch': 0.06}
{'loss': 0.9158, 'grad_norm': 0.5218536853790283, 'learning_rate': 0.00019957341762950344, 'epoch': 0.06}
{'loss': 0.6227, 'grad_norm': 0.4208160638809204, 'learning_rate': 0.00019955287768781734, 'epoch': 0.06}
{'loss': 0.7487, 'grad_norm': 0.27539241313934326, 'learning_rate': 0.00019953185591265103, 'epoch': 0.06}
{'loss': 0.6692, 'grad_norm': 0.255460649728775, 'learning_rate': 0.0001995103524057494, 'epoch': 0.06}
{'loss': 0.5905, 'grad_norm': 0.186614990234375, 'learning_rate': 0.00019948836727118888, 'epoch': 0.06}
{'loss': 0.8715, 'grad_norm': 0.41005799174308777, 'learning_rate': 0.00019946590061537702, 'epoch': 0.06}
{'loss': 0.6797, 'grad_norm': 0.24903006851673126, 'learning_rate': 0.00019944295254705185, 'epoch': 0.06}
{'loss': 0.6728, 'grad_norm': 0.2737872004508972, 'learning_rate': 0.00019941952317728147, 'epoch': 0.06}
{'loss': 0.6924, 'grad_norm': 0.20008252561092377, 'learning_rate': 0.00019939561261946343, 'epoch': 0.07}
{'loss': 0.5707, 'grad_norm': 0.33250826597213745, 'learning_rate': 0.00019937122098932428, 'epoch': 0.07}
{'loss': 0.6646, 'grad_norm': 0.30801835656166077, 'learning_rate': 0.00019934634840491886, 'epoch': 0.07}
{'loss': 0.6479, 'grad_norm': 0.22076693177223206, 'learning_rate': 0.00019932099498662993, 'epoch': 0.07}
{'loss': 0.6928, 'grad_norm': 0.22490255534648895, 'learning_rate': 0.00019929516085716734, 'epoch': 0.07}
{'loss': 0.763, 'grad_norm': 0.28896990418434143, 'learning_rate': 0.0001992688461415677, 'epoch': 0.07}
{'loss': 0.6074, 'grad_norm': 0.2958163917064667, 'learning_rate': 0.0001992420509671936, 'epoch': 0.07}
{'loss': 0.6163, 'grad_norm': 0.2614251971244812, 'learning_rate': 0.00019921477546373296, 'epoch': 0.07}
{'loss': 0.6826, 'grad_norm': 0.40020307898521423, 'learning_rate': 0.00019918701976319857, 'epoch': 0.07}
{'loss': 0.657, 'grad_norm': 0.21724754571914673, 'learning_rate': 0.00019915878399992732, 'epoch': 0.07}
{'loss': 0.728, 'grad_norm': 0.7807772755622864, 'learning_rate': 0.00019913006831057969, 'epoch': 0.07}
{'loss': 0.6145, 'grad_norm': 0.3475845456123352, 'learning_rate': 0.00019910087283413883, 'epoch': 0.07}
{'loss': 0.6174, 'grad_norm': 0.3115443289279938, 'learning_rate': 0.00019907119771191015, 'epoch': 0.07}
{'loss': 0.7757, 'grad_norm': 0.30406075716018677, 'learning_rate': 0.0001990410430875205, 'epoch': 0.07}
{'loss': 0.6354, 'grad_norm': 0.33567845821380615, 'learning_rate': 0.0001990104091069176, 'epoch': 0.07}
{'loss': 0.6076, 'grad_norm': 0.36685243248939514, 'learning_rate': 0.00019897929591836903, 'epoch': 0.08}
{'loss': 0.689, 'grad_norm': 0.2964310348033905, 'learning_rate': 0.00019894770367246195, 'epoch': 0.08}
{'loss': 0.6248, 'grad_norm': 0.24347899854183197, 'learning_rate': 0.00019891563252210203, 'epoch': 0.08}
{'loss': 0.7818, 'grad_norm': 0.32335373759269714, 'learning_rate': 0.00019888308262251285, 'epoch': 0.08}
{'loss': 0.6813, 'grad_norm': 0.34644341468811035, 'learning_rate': 0.00019885005413123515, 'epoch': 0.08}
{'loss': 0.7014, 'grad_norm': 0.2968464493751526, 'learning_rate': 0.00019881654720812594, 'epoch': 0.08}
{'loss': 0.5592, 'grad_norm': 0.34396281838417053, 'learning_rate': 0.000198782562015358, 'epoch': 0.08}
{'loss': 0.7304, 'grad_norm': 0.3220386505126953, 'learning_rate': 0.00019874809871741876, 'epoch': 0.08}
{'loss': 0.9473, 'grad_norm': 0.4411284923553467, 'learning_rate': 0.00019871315748110972, 'epoch': 0.08}
{'loss': 0.6429, 'grad_norm': 0.37330445647239685, 'learning_rate': 0.00019867773847554568, 'epoch': 0.08}
{'loss': 0.6655, 'grad_norm': 0.6025868058204651, 'learning_rate': 0.00019864184187215372, 'epoch': 0.08}
{'loss': 0.807, 'grad_norm': 0.31094279885292053, 'learning_rate': 0.00019860546784467248, 'epoch': 0.08}
{'loss': 0.6961, 'grad_norm': 0.2421727180480957, 'learning_rate': 0.00019856861656915143, 'epoch': 0.08}
{'loss': 0.7129, 'grad_norm': 0.48664671182632446, 'learning_rate': 0.00019853128822394975, 'epoch': 0.08}
{'loss': 0.8569, 'grad_norm': 0.448537141084671, 'learning_rate': 0.0001984934829897358, 'epoch': 0.08}
{'loss': 0.6377, 'grad_norm': 0.3660299777984619, 'learning_rate': 0.00019845520104948592, 'epoch': 0.09}
{'loss': 0.4993, 'grad_norm': 0.28821486234664917, 'learning_rate': 0.0001984164425884838, 'epoch': 0.09}
{'loss': 0.6961, 'grad_norm': 0.295521080493927, 'learning_rate': 0.00019837720779431942, 'epoch': 0.09}
{'loss': 0.6963, 'grad_norm': 0.3012920022010803, 'learning_rate': 0.00019833749685688824, 'epoch': 0.09}
{'loss': 0.7392, 'grad_norm': 0.2832539677619934, 'learning_rate': 0.0001982973099683902, 'epoch': 0.09}
{'loss': 0.6214, 'grad_norm': 0.283075749874115, 'learning_rate': 0.00019825664732332884, 'epoch': 0.09}
{'loss': 0.8831, 'grad_norm': 0.3253920376300812, 'learning_rate': 0.00019821550911851036, 'epoch': 0.09}
{'loss': 0.5999, 'grad_norm': 0.2684498131275177, 'learning_rate': 0.00019817389555304272, 'epoch': 0.09}
{'loss': 0.7959, 'grad_norm': 0.32547011971473694, 'learning_rate': 0.00019813180682833447, 'epoch': 0.09}
{'loss': 0.6471, 'grad_norm': 0.9520447850227356, 'learning_rate': 0.0001980892431480941, 'epoch': 0.09}
{'loss': 0.7589, 'grad_norm': 0.2773679494857788, 'learning_rate': 0.0001980462047183287, 'epoch': 0.09}
{'loss': 0.635, 'grad_norm': 0.3456280529499054, 'learning_rate': 0.0001980026917473432, 'epoch': 0.09}
{'loss': 0.6846, 'grad_norm': 0.3176789879798889, 'learning_rate': 0.00019795870444573935, 'epoch': 0.09}
{'loss': 0.7147, 'grad_norm': 0.26898178458213806, 'learning_rate': 0.0001979142430264146, 'epoch': 0.09}
{'loss': 0.6259, 'grad_norm': 0.21845899522304535, 'learning_rate': 0.00019786930770456117, 'epoch': 0.1}
{'loss': 0.6074, 'grad_norm': 0.21532024443149567, 'learning_rate': 0.0001978238986976648, 'epoch': 0.1}
{'loss': 0.6923, 'grad_norm': 0.337561696767807, 'learning_rate': 0.00019777801622550408, 'epoch': 0.1}
{'loss': 0.8509, 'grad_norm': 0.4516255855560303, 'learning_rate': 0.000197731660510149, 'epoch': 0.1}
{'loss': 0.515, 'grad_norm': 0.20457284152507782, 'learning_rate': 0.0001976848317759601, 'epoch': 0.1}
{'loss': 0.7112, 'grad_norm': 0.2367071509361267, 'learning_rate': 0.00019763753024958723, 'epoch': 0.1}
{'loss': 0.6735, 'grad_norm': 0.3667047917842865, 'learning_rate': 0.00019758975615996873, 'epoch': 0.1}
{'loss': 0.6985, 'grad_norm': 0.1888953447341919, 'learning_rate': 0.0001975415097383299, 'epoch': 0.1}
{'loss': 0.6496, 'grad_norm': 0.3019585609436035, 'learning_rate': 0.00019749279121818235, 'epoch': 0.1}
{'loss': 0.6576, 'grad_norm': 0.359977126121521, 'learning_rate': 0.00019744360083532247, 'epoch': 0.1}
{'loss': 0.6391, 'grad_norm': 0.30430302023887634, 'learning_rate': 0.00019739393882783047, 'epoch': 0.1}
{'loss': 0.5852, 'grad_norm': 0.6355593800544739, 'learning_rate': 0.0001973438054360693, 'epoch': 0.1}
{'loss': 0.7252, 'grad_norm': 0.46917179226875305, 'learning_rate': 0.0001972932009026833, 'epoch': 0.1}
{'loss': 0.5134, 'grad_norm': 0.35627225041389465, 'learning_rate': 0.00019724212547259716, 'epoch': 0.1}
{'loss': 0.6523, 'grad_norm': 0.28060147166252136, 'learning_rate': 0.00019719057939301477, 'epoch': 0.1}
{'loss': 0.7056, 'grad_norm': 0.2612786889076233, 'learning_rate': 0.00019713856291341783, 'epoch': 0.11}
{'loss': 0.6245, 'grad_norm': 0.4776436388492584, 'learning_rate': 0.00019708607628556485, 'epoch': 0.11}
{'loss': 0.8484, 'grad_norm': 0.33752140402793884, 'learning_rate': 0.0001970331197634898, 'epoch': 0.11}
{'loss': 0.6392, 'grad_norm': 0.21057254076004028, 'learning_rate': 0.00019697969360350098, 'epoch': 0.11}
{'loss': 0.5557, 'grad_norm': 0.2354736328125, 'learning_rate': 0.0001969257980641796, 'epoch': 0.11}
{'loss': 0.72, 'grad_norm': 0.29445597529411316, 'learning_rate': 0.00019687143340637887, 'epoch': 0.11}
{'loss': 0.6835, 'grad_norm': 0.46066299080848694, 'learning_rate': 0.00019681659989322233, 'epoch': 0.11}
{'loss': 0.7082, 'grad_norm': 0.21752385795116425, 'learning_rate': 0.00019676129779010282, 'epoch': 0.11}
{'loss': 0.7632, 'grad_norm': 0.36513325572013855, 'learning_rate': 0.00019670552736468118, 'epoch': 0.11}
{'loss': 0.6705, 'grad_norm': 0.3339005410671234, 'learning_rate': 0.0001966492888868849, 'epoch': 0.11}
{'loss': 0.6732, 'grad_norm': 1.400420904159546, 'learning_rate': 0.00019659258262890683, 'epoch': 0.11}
{'loss': 0.6708, 'grad_norm': 0.1976778507232666, 'learning_rate': 0.00019653540886520386, 'epoch': 0.11}
{'loss': 0.7338, 'grad_norm': 0.3080761730670929, 'learning_rate': 0.00019647776787249565, 'epoch': 0.11}
{'loss': 0.6962, 'grad_norm': 0.33376383781433105, 'learning_rate': 0.00019641965992976308, 'epoch': 0.11}
{'loss': 0.6388, 'grad_norm': 0.33336353302001953, 'learning_rate': 0.00019636108531824724, 'epoch': 0.11}
{'loss': 0.6553, 'grad_norm': 0.25374484062194824, 'learning_rate': 0.0001963020443214478, 'epoch': 0.12}
{'loss': 0.6466, 'grad_norm': 0.25729644298553467, 'learning_rate': 0.00019624253722512174, 'epoch': 0.12}
{'loss': 0.8141, 'grad_norm': 0.36423733830451965, 'learning_rate': 0.00019618256431728194, 'epoch': 0.12}
{'loss': 0.5883, 'grad_norm': 0.36814892292022705, 'learning_rate': 0.00019612212588819575, 'epoch': 0.12}
{'loss': 0.6705, 'grad_norm': 0.2531428039073944, 'learning_rate': 0.00019606122223038376, 'epoch': 0.12}
{'loss': 0.6918, 'grad_norm': 0.3764787018299103, 'learning_rate': 0.0001959998536386181, 'epoch': 0.12}
{'loss': 0.5657, 'grad_norm': 0.3239559233188629, 'learning_rate': 0.00019593802040992128, 'epoch': 0.12}
{'loss': 0.7344, 'grad_norm': 0.4174410104751587, 'learning_rate': 0.00019587572284356463, 'epoch': 0.12}
{'loss': 0.667, 'grad_norm': 0.25066056847572327, 'learning_rate': 0.0001958129612410668, 'epoch': 0.12}
{'loss': 0.6778, 'grad_norm': 0.29407399892807007, 'learning_rate': 0.00019574973590619243, 'epoch': 0.12}
{'loss': 0.7369, 'grad_norm': 0.3110421895980835, 'learning_rate': 0.0001956860471449506, 'epoch': 0.12}
{'loss': 0.6833, 'grad_norm': 0.27289125323295593, 'learning_rate': 0.0001956218952655933, 'epoch': 0.12}
{'loss': 0.6221, 'grad_norm': 0.26952090859413147, 'learning_rate': 0.0001955572805786141, 'epoch': 0.12}
{'loss': 0.7086, 'grad_norm': 0.40269094705581665, 'learning_rate': 0.00019549220339674643, 'epoch': 0.12}
{'loss': 0.6128, 'grad_norm': 0.28405749797821045, 'learning_rate': 0.00019542666403496233, 'epoch': 0.12}
{'loss': 0.6239, 'grad_norm': 0.3097859025001526, 'learning_rate': 0.00019536066281047063, 'epoch': 0.13}
{'loss': 0.6933, 'grad_norm': 0.26954177021980286, 'learning_rate': 0.00019529420004271567, 'epoch': 0.13}
{'loss': 0.8206, 'grad_norm': 0.29938554763793945, 'learning_rate': 0.0001952272760533756, 'epoch': 0.13}
{'loss': 0.6654, 'grad_norm': 0.3695489466190338, 'learning_rate': 0.0001951598911663609, 'epoch': 0.13}
{'loss': 0.564, 'grad_norm': 0.3855414092540741, 'learning_rate': 0.00019509204570781273, 'epoch': 0.13}
{'loss': 0.5648, 'grad_norm': 0.3281165361404419, 'learning_rate': 0.00019502374000610151, 'epoch': 0.13}
{'loss': 0.6751, 'grad_norm': 0.37447023391723633, 'learning_rate': 0.0001949549743918251, 'epoch': 0.13}
[2026-02-09 14:50:16,506] [WARNING] [stage3.py:2274:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 0.693, 'grad_norm': 0.37475594878196716, 'learning_rate': 0.00019488574919780736, 'epoch': 0.13}
{'loss': 0.7555, 'grad_norm': 0.3804723024368286, 'learning_rate': 0.0001948160647590966, 'epoch': 0.13}
{'loss': 0.884, 'grad_norm': 0.6937606334686279, 'learning_rate': 0.00019474592141296372, 'epoch': 0.13}
{'loss': 0.7347, 'grad_norm': 0.24868975579738617, 'learning_rate': 0.00019467531949890086, 'epoch': 0.13}
{'loss': 0.7044, 'grad_norm': 0.4600081145763397, 'learning_rate': 0.00019460425935861948, 'epoch': 0.13}
{'loss': 0.4787, 'grad_norm': 0.192743182182312, 'learning_rate': 0.00019453274133604895, 'epoch': 0.13}
{'loss': 0.675, 'grad_norm': 0.2432420253753662, 'learning_rate': 0.00019446076577733475, 'epoch': 0.13}
{'loss': 0.5696, 'grad_norm': 0.2504326105117798, 'learning_rate': 0.00019438833303083678, 'epoch': 0.14}
{'loss': 0.781, 'grad_norm': 0.31496483087539673, 'learning_rate': 0.00019431544344712776, 'epoch': 0.14}
{'loss': 0.6663, 'grad_norm': 0.258262038230896, 'learning_rate': 0.0001942420973789915, 'epoch': 0.14}
{'loss': 0.7473, 'grad_norm': 0.3408324122428894, 'learning_rate': 0.00019416829518142118, 'epoch': 0.14}
{'loss': 0.5533, 'grad_norm': 0.2566181719303131, 'learning_rate': 0.00019409403721161756, 'epoch': 0.14}
{'loss': 0.725, 'grad_norm': 0.30262088775634766, 'learning_rate': 0.00019401932382898744, 'epoch': 0.14}
{'loss': 0.6726, 'grad_norm': 0.40016788244247437, 'learning_rate': 0.00019394415539514178, 'epoch': 0.14}
{'loss': 0.6228, 'grad_norm': 0.20785687863826752, 'learning_rate': 0.0001938685322738939, 'epoch': 0.14}
{'loss': 0.6585, 'grad_norm': 0.2052999585866928, 'learning_rate': 0.00019379245483125784, 'epoch': 0.14}
{'loss': 0.644, 'grad_norm': 0.2643490135669708, 'learning_rate': 0.00019371592343544656, 'epoch': 0.14}
{'loss': 0.7732, 'grad_norm': 0.25740131735801697, 'learning_rate': 0.00019363893845687015, 'epoch': 0.14}
{'loss': 0.8472, 'grad_norm': 0.349398136138916, 'learning_rate': 0.00019356150026813405, 'epoch': 0.14}
{'loss': 0.7143, 'grad_norm': 0.24970148503780365, 'learning_rate': 0.00019348360924403713, 'epoch': 0.14}
{'loss': 0.6261, 'grad_norm': 0.27337130904197693, 'learning_rate': 0.00019340526576157004, 'epoch': 0.14}
{'loss': 0.7982, 'grad_norm': 0.3350779712200165, 'learning_rate': 0.00019332647019991333, 'epoch': 0.14}
{'loss': 0.6544, 'grad_norm': 0.29827845096588135, 'learning_rate': 0.00019324722294043558, 'epoch': 0.15}
{'loss': 0.7796, 'grad_norm': 0.39642274379730225, 'learning_rate': 0.0001931675243666916, 'epoch': 0.15}
{'loss': 0.7041, 'grad_norm': 0.23298484086990356, 'learning_rate': 0.00019308737486442045, 'epoch': 0.15}
{'loss': 0.5733, 'grad_norm': 0.2601325809955597, 'learning_rate': 0.0001930067748215438, 'epoch': 0.15}
{'loss': 0.6476, 'grad_norm': 0.2284848839044571, 'learning_rate': 0.00019292572462816388, 'epoch': 0.15}
{'loss': 0.7782, 'grad_norm': 0.3058721721172333, 'learning_rate': 0.0001928442246765616, 'epoch': 0.15}
{'loss': 0.6268, 'grad_norm': 0.5302316546440125, 'learning_rate': 0.0001927622753611948, 'epoch': 0.15}
